,phase,Metric,Performance,config_str
12,train,empirical_value,1.3212039575079417,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
13,train,empirical_value,1.319962153855082,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
14,train,empirical_value,1.319591488756937,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
0,val,loss,1.5354551543720913,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
1,val,loss,1.2927528795224739,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
2,val,loss,1.2898967301711333,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
3,val,loss,1.2910558089507151,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
4,val,loss,1.2906277015240921,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
5,val,value,1.5354551543720913,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
6,val,value,1.2927528795224739,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
7,val,value,1.2898967301711333,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
8,val,value,1.2910558089507151,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
9,val,value,1.2906277015240921,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
10,val,empirical_value,1.5354551543720913,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
11,val,empirical_value,1.2927528795224739,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
12,val,empirical_value,1.2898967301711333,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
13,val,empirical_value,1.2910558089507151,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
14,val,empirical_value,1.2906277015240921,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
